win,year,song,artist,genre_category,genre,genre_count_old,genre_Count_from2005,inverse_score,number_of_weeks,old_popularity,artist_rank,lastfm,lastfm_rank,youtube,youtube_rank,new_total_count,rankby_total_count,groupby_10
0,1966,I Am A Rock,Simon & Garfunkel,5,Pop,1235,13616,928,11,963,144,1820158,100,5400789,261,7220947,218,1
0,1966,Hold On! I'm A Comin',Sam & Dave,9,Urban,1891,19436,747,13,1605,137,69219,1288,7151507,199,7220726,219,1
0,1963,"Baby, I Love You",The Ronettes,6,Rock,3655,1990,534,9,2489,353,171369,733,7029544,203,7200913,220,1
0,1969,Don't Forget To Remember,Bee Gees,6,Rock,3655,1990,65,3,6283,135,132461,866,6908610,208,7041071,221,1
1,1964,A Hard Day's Night,The Beatles,6,Rock,3655,1990,1157,13,362,2,3843250,29,3131849,412,6975099,222,1
0,1966,Nowhere Man,The Beatles,6,Rock,3655,1990,806,9,1397,2,2453351,67,4402630,318,6855981,223,1
0,1968,"Hello, I Love You",The Doors,6,Rock,3655,1990,1047,12,630,192,3151241,44,3698336,371,6849577,224,1
0,1964,Baby I Need Your Loving,Four Tops,9,Urban,1891,19436,874,12,1143,46,472387,358,6361764,223,6834151,225,1
0,1963,Wipe Out,The Surfaris,6,Rock,3655,1990,2019,30,3,630,290333,504,6540784,214,6831117,226,1
0,1958,I Wonder Why,Dion & The Belmonts,6,Rock,3655,1990,95,2,5922,209,190511,685,6575365,211,6765876,227,1
0,1969,Raindrops Keep Fallin' On My Head,B.J. Thomas,6,Rock,3655,1990,1794,22,10,154,273703,534,6389654,222,6663357,228,1
0,1967,Pata Pata,Miriam Makeba,2,Electronica,33,1296,716,11,1712,800,316914,478,6341042,225,6657956,229,1
0,1963,Louie Louie,The Kingsmen,6,Rock,3655,1990,1327,18,132,229,862281,205,5755471,247,6617752,230,1
0,1964,I Feel Fine,The Beatles,6,Rock,3655,1990,1000,11,735,2,2289063,77,4312796,323,6601859,231,1
0,1963,Pain In My Heart,Otis Redding,9,Urban,1891,19436,237,11,4567,35,584893,307,6006980,237,6591873,232,1
1,1959,There Goes My Baby,The Drifters,9,Urban,1891,19436,1361,19,114,22,244562,575,6342638,224,6587200,233,1
1,1967,This Is My Song,Petula Clark,6,Rock,3655,1990,913,12,1004,81,52843,1505,6533441,215,6586284,234,1
0,1970,Reflections Of My Life,The Marmalade,6,Rock,3655,1990,1079,15,541,1090,138413,838,6444125,219,6582538,235,1
0,1968,I've Got Dreams To Remember,Otis Redding,9,Urban,1891,19436,332,7,3747,35,277986,526,6252689,228,6530675,236,1
0,1966,I Fought The Law,Bobby Fuller Four,6,Rock,3655,1990,785,11,1482,943,269540,541,6223757,230,6493297,237,1
0,1959,There Is Something On Your Mind,Big Jay McNeely And Band,9,Urban,1891,19436,521,16,2551,1795,1418,5133,6490839,216,6492257,238,1
0,1965,Early Morning Rain,"Peter, Paul & Mary",8,Traditional,811,12088,18,3,7324,80,8306,3331,6468135,217,6476441,239,1
0,1970,Lonely Days,Bee Gees,6,Rock,3655,1990,200,4,4856,135,152808,786,6289879,227,6442687,240,1
0,1962,Breaking Up Is Hard To Do,Neil Sedaka,6,Rock,3655,1990,1179,14,326,68,234452,589,6126713,235,6361165,241,1
0,1965,Like A Rolling Stone,Bob Dylan,6,Rock,3655,1990,888,12,1087,148,5706300,8,651512,1147,6357812,242,1
0,1967,Somethin' Stupid,Nancy Sinatra & Frank Sinatra,5,Pop,1235,13616,1145,13,387,2083,95118,1073,6236659,229,6331777,243,1
0,1967,Tell Him,Patti Drew,6,Rock,3655,1990,102,8,5835,607,13259,2787,6305311,226,6318570,244,1
0,1968,I Put A Spell On You,Creedence Clearwater Revival,6,Rock,3655,1990,237,9,4565,146,1482684,124,4778008,294,6260692,245,1
0,1960,Wonderful World,Sam Cooke,9,Urban,1891,19436,975,15,829,15,902018,197,5341877,268,6243895,246,1
0,1963,Heat Wave,Martha & The Vandellas,9,Urban,1891,19436,1087,14,528,121,56920,1435,6186885,232,6243805,247,1
0,1961,"Who Put The Bomp (In The Bomp, Bomp, Bomp)",Barry Mann,6,Rock,3655,1990,870,12,1154,730,16256,2584,6218276,231,6234532,248,1
0,1964,She's Not There,The Zombies,6,Rock,3655,1990,1191,15,310,382,1189317,150,5042207,282,6231524,249,1
0,1965,The Tracks Of My Tears,The Miracles,9,Urban,1891,19436,777,12,1509,52,63769,1345,6134859,234,6198628,250,1
0,1970,25 Or 6 To 4,Chicago,6,Rock,3655,1990,987,12,780,482,715736,253,5449881,259,6165617,251,1
0,1967,Itchycoo Park,Small Faces,6,Rock,3655,1990,920,17,981,738,538812,325,5594208,256,6133020,252,1
0,1961,(Ghost) Riders In The Sky,Ramrods,8,Traditional,811,12088,346,9,3633,2087,187,6832,6109611,236,6109798,253,1
0,1968,I Wish It Would Rain,The Temptations,9,Urban,1891,19436,1134,14,414,34,296041,498,5785355,245,6081396,254,1
0,1962,Duke Of Earl,Gene Chandler,9,Urban,1891,19436,1193,15,306,63,235349,587,5837497,242,6072846,255,1
0,1969,Honky Tonk Women,The Rolling Stones,6,Rock,3655,1990,1331,15,130,47,1397506,129,4654657,302,6052163,256,1
0,1961,Take Good Care Of My Baby,Bobby Vee,6,Rock,3655,1990,1169,15,346,21,222033,608,5813848,244,6035881,257,1
0,1968,Hush,Deep Purple,6,Rock,3655,1990,785,10,1484,488,1586065,115,4427914,314,6013979,258,1
0,1970,Kentucky Rain,Elvis Presley,6,Rock,3655,1990,618,9,2108,1,187199,694,5784587,246,5971786,259,1
1,1967,Gentle On My Mind,Glen Campbell,8,Traditional,811,12088,544,16,2445,104,115509,947,5852932,241,5968441,260,1
0,1965,A World Of Our Own,The Seekers,6,Rock,3655,1990,589,10,2230,460,47186,1592,5860430,240,5907616,261,1
0,1962,Let's Dance,Chris Montez,6,Rock,3655,1990,996,14,752,278,179867,714,5723949,248,5903816,262,1
0,1969,Lodi,Creedence Clearwater Revival,6,Rock,3655,1990,160,4,5227,146,1399375,128,4485718,309,5885093,263,1
0,1960,I'm Sorry,Brenda Lee,8,Traditional,811,12088,1782,23,11,4,203319,647,5676712,250,5880031,264,1
0,1962,The Loco-Motion,Little Eva,6,Rock,3655,1990,1248,16,219,497,198741,662,5669538,251,5868279,265,1
0,1969,Lay Lady Lay,Bob Dylan,6,Rock,3655,1990,981,14,803,148,2306624,75,3555722,379,5862346,266,1
0,1967,I Am The Walrus,The Beatles,6,Rock,3655,1990,152,4,5303,2,3706946,33,2132169,550,5839115,267,1
1,1960,Stay,Maurice Williams & The Zodiacs,6,Rock,3655,1990,1301,18,159,700,452638,374,5348166,266,5800804,268,1
0,1968,Think,Aretha Franklin,9,Urban,1891,19436,824,10,1326,13,1324084,136,4470999,310,5795083,269,1
0,1962,Stranger On The Shore,Mr. Acker Bilk,3,Jazz,298,81,1612,21,30,483,172115,732,5613440,254,5785555,270,1
0,1965,Mrs. Brown You've Got A Lovely Daughter,Herman's Hermits,6,Rock,3655,1990,1034,11,658,73,124761,904,5651861,252,5776622,271,1
1,1961,Crazy,Patsy Cline,8,Traditional,811,12088,735,11,1647,150,797821,222,4967242,286,5765063,272,1
1,1962,I Can't Stop Loving You,Ray Charles,9,Urban,1891,19436,1476,18,58,8,501219,346,5242644,275,5743863,273,1
0,1967,I Was Made To Love Her,Stevie Wonder,9,Urban,1891,19436,1217,15,263,75,574936,310,5158513,279,5733449,274,1
0,1966,Wild Thing,The Troggs,6,Rock,3655,1990,932,11,948,480,0,8380,5721065,249,5721065,275,1
1,1967,Dedicated To The One I Love,The Mamas & The Papas,5,Pop,1235,13616,865,10,1167,125,369970,431,5347523,267,5717493,276,1
0,1966,Black Is Black,Los Bravos,6,Rock,3655,1990,806,12,1396,591,214880,630,5461487,258,5676367,277,1
0,1964,All Day And All Of The Night,The Kinks,6,Rock,3655,1990,882,12,1117,142,2519141,63,3140244,410,5659385,278,1
0,1970,Big Yellow Taxi,Joni Mitchell,8,Traditional,811,12088,125,6,5590,2219,859500,206,4793288,293,5652788,279,1
0,1960,Big Iron,Marty Robbins,8,Traditional,811,12088,529,10,2513,69,389540,417,5234179,276,5623719,280,1
0,1967,Pleasant Valley Sunday,The Monkees,6,Rock,3655,1990,830,10,1313,86,202930,649,5409600,260,5612530,281,1
0,1964,I Saw Her Standing There,The Beatles,6,Rock,3655,1990,739,11,1635,2,2414726,69,3160348,408,5575074,282,1
0,1969,The Pledge Of Allegiance,Red Skelton,8,Traditional,811,12088,228,6,4620,2151,118,7095,5556716,257,5556834,283,1
0,1966,Summer Wind,Frank Sinatra,5,Pop,1235,13616,417,7,3157,14,810745,219,4742838,295,5553583,284,1
0,1966,Secret Agent Man,Johnny Rivers,6,Rock,3655,1990,913,11,1005,62,122745,914,5385698,262,5508443,285,1
1,1970,Woodstock,"Crosby, Stills, Nash & Young",6,Rock,3655,1990,847,11,1249,455,599585,301,4885650,289,5485235,286,1
1,1968,Tighten Up,Archie Bell & The Drells,9,Urban,1891,19436,1226,15,252,194,266969,545,5207532,278,5474501,287,1
0,1962,She's Got You,Patsy Cline,8,Traditional,811,12088,812,13,1366,150,231902,594,5211742,277,5443644,288,1
0,1964,Baby Love,The Supremes,9,Urban,1891,19436,1151,13,370,60,799329,221,4603678,304,5403007,289,1
0,1964,Walk Away,Matt Monro,5,Pop,1235,13616,508,9,2617,701,26749,2091,5372664,263,5399413,290,1
0,1968,Stormy,Classics IV Featuring Dennis Yost,6,Rock,3655,1990,1120,15,445,643,641,5897,5371222,264,5371863,291,1
0,1965,I'll Never Find Another You,The Seekers,6,Rock,3655,1990,1005,13,728,460,91793,1100,5265864,270,5357657,292,1
0,1970,Lookin' Out My Back Door/Long As I Can See The Light,Creedence Clearwater Revival,6,Rock,3655,1990,1109,13,459,146,1,8209,5356312,265,5356313,293,1
0,1969,Sad Girl,The Intruders,9,Urban,1891,19436,358,9,3552,180,15681,2611,5338137,269,5353818,294,1
0,1965,Subterranean Homesick Blues,Bob Dylan,6,Rock,3655,1990,358,8,3557,148,2472574,64,2878706,438,5351280,295,1
0,1968,Hard To Handle,Otis Redding,9,Urban,1891,19436,257,7,4369,35,524128,333,4793819,292,5317947,296,1
1,1959,Lonely Boy,Paul Anka,5,Pop,1235,13616,1343,15,126,20,65366,1333,5244961,274,5310327,297,1
0,1962,Big Girls Don't Cry,The 4 Seasons,6,Rock,3655,1990,1406,16,85,98,60959,1383,5247403,273,5308362,298,1
0,1965,Ferry Cross The Mersey,Gerry And The Pacemakers,6,Rock,3655,1990,877,11,1136,181,137813,840,5157186,280,5294999,299,1
0,1967,Strawberry Fields Forever,The Beatles,6,Rock,3655,1990,671,9,1906,2,4353482,20,933247,931,5286729,300,1
0,1969,Love Man,Otis Redding,9,Urban,1891,19436,133,5,5510,35,353091,442,4911960,287,5265051,301,1
0,1966,Something I Want To Tell You,Johnny and The Expressions,9,Urban,1891,19436,83,5,6061,2223,418,6240,5255546,271,5255964,302,1
0,1958,Chantilly Lace,Big Bopper,6,Rock,3655,1990,1829,25,6,640,236605,582,5019195,284,5255800,303,1
0,1965,Girl Come Running,The 4 Seasons Featuring the Sound of Frankie Valli,6,Rock,3655,1990,363,7,3514,97,0,8358,5247508,272,5247508,304,1
0,1965,I Can't Help Myself (Sugar Pie Honey Bunch),Four Tops,9,Urban,1891,19436,1226,14,253,46,543422,322,4697745,301,5241167,305,1
0,1965,Spanish Eyes,Al Martino,5,Pop,1235,13616,828,12,1319,29,120985,925,5118875,281,5239860,306,1
0,1968,Mony Mony,Tommy James And The Shondells,6,Rock,3655,1990,1254,17,209,74,195240,673,5031716,283,5226956,307,1
0,1970,Amos Moses,Jerry Reed,8,Traditional,811,12088,190,9,4932,2267,229704,598,4992684,285,5222388,308,1
0,1964,Viva Las Vegas,Elvis Presley,6,Rock,3655,1990,9,1,7747,1,606416,296,4578654,305,5185070,309,1
0,1970,Teach Your Children,"Crosby, Stills, Nash & Young",6,Rock,3655,1990,737,11,1642,455,769485,236,4406978,317,5176463,310,1
0,1970,Ain't No Mountain High Enough,Diana Ross,9,Urban,1891,19436,1241,14,231,600,435588,382,4717774,299,5153362,311,1
1,1965,King Of The Road,Roger Miller,8,Traditional,811,12088,1094,13,509,115,434828,383,4718237,298,5153065,312,1
0,1970,Black Night,Deep Purple,6,Rock,3655,1990,98,4,5885,488,1127360,161,4000386,343,5127746,313,1
0,1962,Do You Love Me,The Contours,9,Urban,1891,19436,1181,18,322,240,896134,200,4204423,333,5100557,314,1
1,1968,For Once In My Life,Stevie Wonder,9,Urban,1891,19436,1193,14,305,75,1181266,152,3894974,351,5076240,315,1
0,1959,Oh! Carol,Neil Sedaka,6,Rock,3655,1990,1232,18,247,68,142878,823,4888322,288,5031200,316,1
0,1970,Little Green Bag,George Baker Selection,6,Rock,3655,1990,797,13,1433,962,1127604,160,3899856,350,5027460,317,1
0,1969,My Cherie Amour,Stevie Wonder,9,Urban,1891,19436,1080,14,539,75,776172,230,4205294,332,4981466,318,1
0,1967,You're My Everything,The Temptations,9,Urban,1891,19436,906,12,1031,34,88399,1121,4837092,291,4925491,319,1
0,1964,Leader Of The Pack,The Shangri-Las,6,Rock,3655,1990,968,12,846,168,496369,348,4425782,316,4922151,320,1
0,1966,Sunshine Superman,Donovan,8,Traditional,811,12088,1018,13,694,132,681548,261,4239311,329,4920859,321,1
0,1960,Sink The Bismark,Johnny Horton,8,Traditional,811,12088,1345,18,125,262,34070,1863,4882791,290,4916861,322,1
0,1966,Sugar Town,Nancy Sinatra,6,Rock,3655,1990,995,13,761,96,356585,439,4551164,307,4907749,323,1
0,1969,Aquarius/Let The Sunshine In,The 5th Dimension,6,Rock,3655,1990,1505,17,50,93,164416,752,4711733,300,4876149,324,1
0,1967,To Sir With Love,Lulu,6,Rock,3655,1990,1424,17,79,299,129466,875,4736008,296,4865474,325,1
0,1963,Six Days On The Road,Dave Dudley,8,Traditional,811,12088,551,11,2414,1001,80119,1175,4735181,297,4815300,326,1
0,1962,409,The Beach Boys,6,Rock,3655,1990,25,1,7077,11,201304,655,4612571,303,4813875,327,1
0,1960,The Twist,Chubby Checker,6,Rock,3655,1990,3363,39,1,27,528349,330,4227828,330,4756177,328,1
0,1966,Last Train To Clarksville,The Monkees,6,Rock,3655,1990,1252,15,214,86,409992,396,4337122,320,4747114,329,1
1,1969,One,Three Dog Night,6,Rock,3655,1990,1235,16,244,259,314382,480,4428915,313,4743297,330,1
0,1968,Going Up The Country,Canned Heat,6,Rock,3655,1990,821,11,1338,493,899622,198,3819632,357,4719254,331,1
0,1966,Reach Out I'll Be There,Four Tops,9,Urban,1891,19436,1190,15,313,46,454455,372,4261976,328,4716431,332,1
0,1959,A Teenager In Love,Dion & The Belmonts,6,Rock,3655,1990,1185,15,317,209,288224,510,4393578,319,4681802,333,1
0,1962,You've Really Got A Hold On Me,The Miracles,9,Urban,1891,19436,1031,16,664,52,211118,633,4464088,312,4675206,334,1
0,1969,These Eyes,The Guess Who,6,Rock,3655,1990,1034,14,659,241,392290,414,4269703,326,4661993,335,1
0,1969,Someday We'll Be Together,Diana Ross & The Supremes,9,Urban,1891,19436,1401,16,90,184,178556,719,4426801,315,4605357,336,1
0,1960,In The Still Of The Nite,The Five Satins,6,Rock,3655,1990,55,5,6439,810,42716,1673,4558232,306,4600948,337,1
0,1958,Tears On My Pillow,Little Anthony And The Imperials,6,Rock,3655,1990,1383,19,103,106,116710,944,4466000,311,4582710,338,1
0,1964,I Should Have Known Better,The Beatles,6,Rock,3655,1990,151,4,5312,2,1569841,117,3011129,424,4580970,339,1
0,1967,"Oh, How It Hurts",Barbara Mason,9,Urban,1891,19436,240,9,4538,268,6293,3602,4546498,308,4552791,340,1
0,1961,Spanish Harlem,Ben E. King,9,Urban,1891,19436,1047,16,629,83,232012,593,4316251,322,4548263,341,1
1,1966,Solitary Man,Neil Diamond,5,Pop,1235,13616,1157,24,365,58,270472,540,4265542,327,4536014,342,1
1,1967,Here Comes My Baby,The Tremeloes,6,Rock,3655,1990,797,12,1432,479,139285,835,4293988,324,4433273,343,1
0,1964,All My Loving,The Beatles,6,Rock,3655,1990,275,6,4243,2,3170390,43,1249355,775,4419745,344,1
0,1962,Follow That Dream,Elvis Presley,6,Rock,3655,1990,662,10,1940,1,57971,1417,4336220,321,4394191,345,1
0,1970,If You Could Read My Mind,Gordon Lightfoot,8,Traditional,811,12088,25,1,7067,1702,514394,340,3859466,353,4373860,346,1
0,1966,What Becomes Of The Brokenhearted,Jimmy Ruffin,9,Urban,1891,19436,1250,17,218,391,401009,406,3966320,344,4367329,347,1
0,1965,Don't Let Me Be Misunderstood,The Animals,6,Rock,3655,1990,594,10,2212,182,1144828,157,3218793,405,4363621,348,1
0,1961,Sea Of Heartbreak,Don Gibson,8,Traditional,811,12088,773,14,1523,153,70980,1270,4277475,325,4348455,349,1
0,1969,Cissy Strut,The Meters,9,Urban,1891,19436,565,11,2333,312,513646,342,3831662,356,4345308,350,1
0,1964,And I Love Her,The Beatles,6,Rock,3655,1990,615,9,2115,2,2803166,56,1505193,686,4308359,351,1
1,1969,I'll Never Fall In Love Again,Dionne Warwick,5,Pop,1235,13616,886,11,1097,12,165169,747,4141219,337,4306388,352,1
0,1967,Make Me Yours,Bettye Swann,9,Urban,1891,19436,716,14,1717,638,89003,1117,4203824,334,4292827,353,1
0,1961,Please Come Home For Christmas,Charles Brown,8,Traditional,811,12088,41,2,6689,1965,106566,1007,4170402,335,4276968,354,1
0,1965,Eight Days A Week,The Beatles,6,Rock,3655,1990,854,10,1209,2,3117658,48,1157710,811,4275368,355,1
0,1969,Up On Cripple Creek,The Band,6,Rock,3655,1990,843,14,1263,543,668220,266,3603588,376,4271808,356,1
0,1965,Catch The Wind,Donovan,8,Traditional,811,12088,575,10,2287,132,590050,306,3664433,373,4254483,357,1
0,1970,Uncle John's Band,The Grateful Dead,6,Rock,3655,1990,150,7,5327,1336,473759,356,3779881,362,4253640,358,1
0,1964,Love Me Do,The Beatles,6,Rock,3655,1990,1076,14,546,2,3931483,27,291617,1746,4223100,359,1
0,1969,Good Times Bad Times,Led Zeppelin,6,Rock,3655,1990,65,4,6284,470,3970777,26,250314,1880,4221091,360,1
0,1970,Get Up (I Feel Like Being Like A) Sex Machine (Part 1),James Brown,9,Urban,1891,19436,614,9,2120,89,36,7627,4220640,331,4220676,361,1
0,1968,The Unicorn,The Irish Rovers,8,Traditional,811,12088,905,12,1035,584,55912,1457,4151631,336,4207543,362,1
0,1970,I Stand Accused,Isaac Hayes,9,Urban,1891,19436,442,9,2998,565,52788,1508,4119490,339,4172278,363,1
0,1964,A World Without Love,Peter And Gordon,6,Rock,3655,1990,1014,12,702,133,159675,771,3962943,345,4122618,364,1
0,1958,Smoke Gets In Your Eyes,The Platters,6,Rock,3655,1990,1587,19,36,66,356785,438,3749443,365,4106228,365,1
0,1970,Call Me/Son Of A Preacher Man,Aretha Franklin,6,Rock,3655,1990,814,12,1359,13,0,8328,4057611,340,4057611,366,1
0,1970,"Move Me, O Wondrous Music",The Ray Charles Singers,1,Classical,18,13,2,1,8309,337,61,7441,4035489,341,4035550,367,1
0,1958,It's All In The Game,Tommy Edwards,3,Jazz,298,81,1813,22,7,130,88205,1126,3941793,347,4029998,368,1
0,1968,Congratulations,Cliff Richard,6,Rock,3655,1990,4,3,8102,440,61941,1368,3951817,346,4013758,369,1
0,1970,War,Edwin Starr,9,Urban,1891,19436,1291,15,172,261,1131586,159,2880778,436,4012364,370,1
0,1967,"Girl, You'll Be A Woman Soon",Neil Diamond,5,Pop,1235,13616,790,11,1466,58,459946,365,3549316,381,4009262,371,1
0,1967,Beggin',The 4 Seasons Featuring the Sound of Frankie Valli,6,Rock,3655,1990,591,9,2221,97,1,8164,4006448,342,4006449,372,1
0,1970,One Less Bell To Answer,The 5th Dimension,6,Rock,3655,1990,707,10,1753,93,70639,1274,3923560,348,3994199,373,1
0,1970,Only Love Can Break Your Heart,Neil Young,6,Rock,3655,1990,467,10,2831,2073,1095586,167,2879567,437,3975153,374,1
0,1970,Mr. Bojangles,Nitty Gritty Dirt Band,6,Rock,3655,1990,225,6,4644,2065,110925,980,3860563,352,3971488,375,1
0,1970,The Seeker,The Who,6,Rock,3655,1990,277,7,4216,149,1039387,174,2927744,432,3967131,376,1
0,1965,Do You Believe In Magic,The Lovin' Spoonful,6,Rock,3655,1990,847,13,1243,126,443503,378,3514058,384,3957561,377,1
0,1961,Danny Boy,Andy Williams,5,Pop,1235,13616,169,6,5141,16,10849,3034,3917885,349,3928734,378,1
0,1962,Johnny Angel,Shelley Fabares,6,Rock,3655,1990,1262,15,199,471,67163,1307,3857729,354,3924892,379,1
0,1961,Hello Walls,Faron Young,8,Traditional,811,12088,964,15,858,484,100059,1049,3813170,358,3913229,380,1
0,1967,When I Was Young,Eric Burdon & The Animals,6,Rock,3655,1990,598,9,2188,237,74282,1225,3836883,355,3911165,381,1
0,1962,Having A Party,Sam Cooke,9,Urban,1891,19436,914,15,1001,15,287863,511,3611178,375,3899041,382,1
1,1968,Words,Bee Gees,6,Rock,3655,1990,734,11,1653,135,339892,451,3557644,378,3897536,383,1
1,1966,Summer In The City,The Lovin' Spoonful,6,Rock,3655,1990,963,11,860,126,1149081,156,2745893,449,3894974,384,1
0,1970,Evil Ways,Santana,6,Rock,3655,1990,950,13,902,716,657987,269,3227680,404,3885667,385,1
0,1965,Wooly Bully,Sam The Sham and the Pharaohs,6,Rock,3655,1990,1399,18,93,230,349393,444,3528578,383,3877971,386,1
0,1970,Make It With You,Bread,6,Rock,3655,1990,1307,17,147,939,390272,416,3482622,390,3872894,387,1
0,1966,Distant Drums,Jim Reeves,8,Traditional,811,12088,253,7,4405,59,65482,1331,3802507,359,3867989,388,1
0,1963,If You Wanna Be Happy,Jimmy Soul,6,Rock,3655,1990,1077,14,545,1114,181682,710,3685825,372,3867507,389,1
1,1969,The Thrill Is Gone,B.B. King,8,Traditional,811,12088,830,14,1315,70,1344543,135,2519744,475,3864287,390,1
0,1969,Na Na Hey Hey Kiss Him Goodbye,Steam,6,Rock,3655,1990,1316,16,140,755,136768,848,3727234,367,3864002,391,1
0,1961,There's A Moon Out Tonight,The Capris,6,Rock,3655,1990,994,14,765,532,52180,1520,3782824,361,3835004,392,1
0,1966,I Want You,Bob Dylan,8,Traditional,811,12088,416,7,3166,148,2387257,71,1445746,700,3833003,393,1
0,1964,You Can't Do That,The Beatles,6,Rock,3655,1990,176,4,5065,2,1110833,163,2720149,454,3830982,394,1
0,1967,Baby You Got It,Brenton Wood,9,Urban,1891,19436,337,7,3703,520,28485,2031,3771374,363,3799859,395,1
0,1969,"Baby, I'm For Real",The Originals,9,Urban,1891,19436,1102,16,485,435,66519,1314,3717000,368,3783519,396,1
0,1966,Get Ready,The Temptations,9,Urban,1891,19436,360,7,3539,34,522386,335,3242736,403,3765122,397,1
0,1970,Rainy Night In Georgia/Rubberneckin',Brook Benton,6,Rock,3655,1990,1101,15,487,6,0,8242,3765019,364,3765019,398,1
0,1964,Memphis,Johnny Rivers,6,Rock,3655,1990,951,12,901,62,55496,1466,3703050,370,3758546,399,1
0,1958,Rock-in Robin,Bobby Day,6,Rock,3655,1990,1657,21,25,392,6011,3647,3748925,366,3754936,400,1
0,1965,Day Tripper,The Beatles,6,Rock,3655,1990,769,10,1536,2,2521416,62,1222313,787,3743729,401,1
0,1970,(They Long To Be) Close To You,Carpenters,6,Rock,3655,1990,1465,17,60,679,607779,295,3110190,415,3717969,402,1
